a,b,c,d,e,f,g,h,i,j,k
0.529747,0.411823,0.317653,-0.043170,-0.632632,0.654866,-0.816087,1.620384,0.000000,0.000000,0.000000
-1.230019,-1.312819,0.631173,-0.200306,1.065151,1.800128,-0.102130,-0.298211,0.000000,1.000000,0.000000
0.257403,0.182599,-0.152627,1.096064,0.216259,0.654866,0.790316,1.140735,0.000000,1.000000,0.000000
-0.989099,-1.061764,0.631173,1.204095,1.914042,0.654866,1.147295,0.661086,0.000000,0.000000,0.000000
2.918002,0.499147,-1.093187,-0.922149,0.216259,-2.780917,-0.637598,-1.017684,0.000000,0.000000,0.000000
-0.612006,-0.221273,-0.622907,-0.416368,-1.481523,-0.490395,-0.816087,0.661086,0.000000,1.000000,0.000000
-1.345242,-1.432889,0.631173,-1.310078,-1.481523,1.800128,-0.994577,-1.257508,0.000000,1.000000,0.000000
-1.586162,-0.002964,-0.779667,-2.724301,-2.330415,-0.490395,-3.047203,-0.538035,0.000000,1.000000,2.000000
-0.140640,-0.559653,-0.152627,-0.362353,-0.632632,-0.490395,-0.637598,0.421262,0.000000,1.000000,0.000000
-0.203489,0.259007,0.474413,-0.067723,-0.632632,-0.490395,-0.280620,0.421262,0.000000,1.000000,0.000000
0.561172,0.892103,0.317653,2.220568,1.914042,-0.490395,2.039741,1.380559,0.000000,0.000000,0.000000
0.896365,0.630132,0.160893,-0.534220,0.216259,-0.490395,-0.280620,-0.777860,0.000000,0.000000,0.000000
-0.109216,0.040698,0.160893,-0.318158,-0.632632,0.654866,0.433337,-1.737157,0.000000,0.000000,0.000000
-0.004468,-0.002964,-1.093187,-1.619439,-0.632632,-1.635656,-1.708534,-0.538035,1.000000,0.000000,2.000000
0.728769,1.678017,0.317653,-0.067723,-0.632632,0.654866,-0.280620,0.421262,0.000000,1.000000,0.000000
-0.412985,-0.319512,0.631173,2.112537,1.065151,-0.490395,1.682762,1.860208,0.000000,1.000000,0.000000
0.508798,1.099497,0.160893,1.135348,0.216259,-0.490395,0.611827,1.620384,0.000000,0.000000,0.000000
1.765774,1.328722,-0.152627,0.388953,-0.632632,-0.490395,0.611827,-0.298211,1.000000,1.000000,0.000000
0.194554,0.499147,0.160893,0.364401,1.914042,-1.635656,1.147295,-1.497333,0.000000,1.000000,1.000000
-0.842452,-1.312819,0.631173,-0.642251,1.065151,1.800128,-0.637598,-0.298211,0.000000,1.000000,0.000000
0.404050,0.815695,0.317653,-0.573504,-0.632632,0.654866,-0.102130,-1.257508,0.000000,1.000000,0.000000
0.435474,0.237176,-1.876988,-0.480204,0.216259,0.654866,-0.102130,-1.017684,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.474413,0.776882,1.065151,1.800128,0.968805,-0.058387,0.000000,1.000000,0.000000
1.661026,1.208652,-1.249947,1.282663,-0.632632,0.654866,0.790316,1.620384,0.000000,1.000000,0.000000
-0.811027,-1.520213,0.787933,1.150080,-0.632632,0.654866,0.968805,0.900911,0.000000,0.000000,0.000000
-2.214650,-1.705776,0.317653,-1.324810,-0.632632,-1.635656,-1.351555,-0.538035,0.000000,1.000000,1.000000
0.676395,0.455485,0.631173,1.739339,1.065151,0.654866,1.682762,0.900911,0.000000,1.000000,1.000000
-0.695804,-0.690638,0.160893,-0.332890,-0.632632,-0.490395,0.076359,-1.017684,0.000000,1.000000,0.000000
-0.004468,-0.002964,-0.309387,0.909466,0.216259,-0.490395,0.790316,0.661086,1.000000,0.000000,0.000000
0.267877,-0.090288,0.631173,0.600104,0.216259,-0.490395,0.076359,1.380559,0.000000,0.000000,0.000000
-0.067316,-1.192749,0.317653,0.482253,-1.481523,-0.490395,0.611827,-0.058387,0.000000,1.000000,0.000000
-0.465359,0.422739,-3.287828,-0.828850,-0.632632,1.800128,-0.637598,-0.777860,0.000000,0.000000,0.000000
0.529747,1.394215,0.631173,-0.377084,-0.632632,-0.490395,-0.994577,1.140735,0.000000,0.000000,0.000000
-0.957674,-0.461413,-0.466147,0.668851,1.065151,0.654866,0.611827,0.421262,0.000000,1.000000,0.000000
0.236453,-0.461413,-0.936427,-1.300257,-0.632632,-0.490395,-1.887023,0.661086,0.000000,1.000000,0.000000
-0.004468,-0.002964,-0.309387,-1.982816,-2.330415,-0.490395,-0.905332,-3.176103,0.000000,0.000000,0.000000
0.121230,0.302669,-0.622907,-1.702918,-2.330415,-1.635656,-2.600980,1.140735,0.000000,1.000000,2.000000
-0.161590,-0.035711,0.004133,-1.565424,-2.330415,-0.490395,-1.530045,-0.777860,0.000000,1.000000,0.000000
-0.151115,0.444570,-0.466147,0.845629,-0.632632,0.654866,1.504273,-1.017684,0.000000,0.000000,0.000000
0.571647,1.175905,-0.466147,1.096064,1.065151,-2.780917,0.790316,1.140735,0.000000,1.000000,1.000000
-0.004468,-0.002964,0.317653,-1.472124,0.216259,-0.490395,-1.530045,-0.538035,0.000000,1.000000,1.000000
-0.507258,-0.767046,0.160893,-0.283785,-0.632632,-0.490395,-0.994577,1.380559,0.000000,0.000000,0.000000
-0.182539,0.608302,0.474413,1.110796,1.914042,0.654866,1.147295,0.421262,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.317653,1.724608,1.914042,-0.490395,1.325784,1.620384,0.000000,1.000000,0.000000
-0.067316,0.433654,0.317653,0.884913,0.216259,0.654866,1.325784,-0.538035,0.000000,0.000000,0.000000
-1.554738,-0.363174,-1.563468,-1.570334,-0.632632,0.654866,-1.083821,-1.737157,0.000000,1.000000,1.000000
-1.104322,-1.170918,0.474413,0.172891,-1.481523,0.654866,-0.102130,0.661086,0.000000,1.000000,0.000000
0.121230,-0.483244,0.631173,0.884913,1.914042,0.654866,1.325784,-0.538035,0.000000,1.000000,1.000000
1.964795,1.656186,-0.152627,1.096064,1.914042,0.654866,0.790316,1.140735,0.000000,0.000000,0.000000
2.080018,3.031533,-0.309387,0.251459,0.216259,-1.635656,-0.459109,1.620384,0.000000,1.000000,0.000000
0.603071,-0.221273,0.474413,-0.720819,-0.632632,-1.635656,-0.280620,-1.257508,0.000000,1.000000,1.000000
0.037432,-0.330428,-1.406708,-1.869875,-1.481523,0.654866,-0.994577,-2.696455,1.000000,1.000000,0.000000
2.331413,2.278367,-1.249947,1.979954,0.216259,-0.490395,1.861252,1.140735,0.000000,0.000000,0.000000
-0.549157,-1.487467,0.474413,1.056780,1.914042,1.800128,0.968805,0.661086,0.000000,1.000000,0.000000
0.341201,-0.002964,-2.033748,-0.347621,-0.632632,-0.490395,-0.280620,-0.298211,0.000000,1.000000,0.000000
-0.926250,-0.123034,0.631173,-0.269053,0.216259,0.654866,-0.637598,0.661086,0.000000,1.000000,0.000000
1.189660,1.132244,0.631173,1.317037,1.914042,0.654866,1.058050,1.140735,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.474413,0.148339,1.065151,0.654866,0.433337,-0.538035,1.000000,1.000000,0.000000
-1.701385,-2.022324,-0.466147,-2.606449,0.216259,-1.635656,-1.887023,-2.696455,0.000000,0.000000,1.000000
-0.412985,-0.046626,0.160893,0.978213,0.216259,0.654866,1.325784,-0.298211,0.000000,1.000000,0.000000
-0.821502,-0.002964,0.474413,-0.642251,-0.632632,-0.490395,-0.637598,-0.298211,0.000000,0.000000,0.000000
-0.371086,-0.777962,0.317653,0.482253,-0.632632,0.654866,0.611827,-0.058387,0.000000,0.000000,0.000000
-0.496783,-1.138172,0.317653,-0.411458,-0.632632,-0.490395,0.433337,-1.976982,0.000000,0.000000,0.000000
-0.182539,-0.068457,0.160893,-0.131559,-0.632632,0.654866,0.433337,-1.257508,0.000000,1.000000,0.000000
-1.376666,-0.002964,-1.720228,-1.118569,-0.632632,-1.635656,-1.440800,0.181438,1.000000,0.000000,0.000000
0.613546,0.477316,-1.249947,-0.563683,0.216259,-1.635656,-0.994577,0.661086,0.000000,0.000000,0.000000
-0.570107,-0.450498,0.317653,-0.146291,1.914042,0.654866,0.076359,-0.538035,0.000000,1.000000,1.000000
-1.072897,-1.181834,0.474413,0.595194,1.065151,0.654866,0.522582,0.421262,0.000000,0.000000,0.000000
-2.591743,-0.002964,0.631173,-0.200306,0.216259,-0.490395,-0.102130,-0.298211,0.000000,0.000000,0.000000
-1.219544,-1.520213,0.631173,0.482253,-0.632632,0.654866,0.611827,-0.058387,0.000000,0.000000,0.000000
0.707819,0.182599,0.631173,0.496984,-0.632632,0.654866,0.968805,-0.777860,0.000000,1.000000,0.000000
1.273458,1.656186,0.160893,0.762151,-2.330415,0.654866,0.611827,0.661086,0.000000,1.000000,0.000000
-1.313818,-1.116341,-1.249947,0.428237,0.216259,-0.490395,0.433337,0.181438,0.000000,0.000000,0.000000
-0.213964,-0.767046,0.317653,-0.067723,0.216259,1.800128,-0.280620,0.421262,0.000000,1.000000,0.000000
-1.607112,-2.295210,0.787933,0.295654,0.216259,0.654866,0.611827,-0.538035,0.000000,1.000000,0.000000
0.246928,0.302669,0.474413,-0.990896,0.216259,0.654866,-1.173066,-0.058387,0.000000,1.000000,0.000000
0.246928,0.389992,-0.152627,-0.976164,-0.632632,-1.635656,-0.816087,-0.777860,1.000000,1.000000,0.000000
0.938265,0.280838,0.317653,-0.278874,1.065151,0.654866,0.254848,-1.257508,0.000000,1.000000,0.000000
-0.004468,-0.002964,-0.309387,0.374222,1.065151,-0.490395,0.254848,0.421262,0.000000,1.000000,0.000000
-0.842452,-1.192749,0.004133,-2.797958,1.065151,-1.635656,-3.136448,-0.538035,0.000000,1.000000,2.000000
-0.004468,-0.002964,0.631173,-0.175754,-0.632632,-0.490395,-0.637598,0.900911,0.000000,0.000000,0.000000
1.001113,0.499147,0.160893,-0.789566,-0.632632,-2.780917,-0.816087,-0.298211,0.000000,1.000000,1.000000
0.037432,-0.450498,0.474413,-0.843581,0.216259,0.654866,-0.994577,-0.058387,0.000000,1.000000,0.000000
1.126811,1.055835,-0.309387,1.017497,-0.632632,0.654866,1.147295,0.181438,0.000000,0.000000,0.000000
-0.454884,-0.974440,0.631173,-1.256063,-2.330415,-0.490395,-0.816087,-1.497333,0.000000,0.000000,1.000000
0.445949,0.466401,-0.152627,0.064860,-0.632632,-0.490395,-0.459109,1.140735,0.000000,1.000000,0.000000
-1.167170,-1.487467,0.474413,-0.509667,-0.632632,0.654866,-0.816087,0.421262,0.000000,1.000000,0.000000
0.194554,0.171683,0.317653,1.037139,0.216259,1.800128,1.058050,0.421262,0.000000,1.000000,0.000000
-1.345242,-1.542044,0.474413,0.575552,-0.632632,1.800128,0.611827,0.181438,0.000000,0.000000,0.000000
-0.790078,-0.002964,-0.936427,0.359490,0.216259,-1.635656,-0.102130,1.140735,1.000000,0.000000,0.000000
-0.266338,-0.461413,-10.185270,-0.215038,-1.481523,0.654866,-0.459109,0.421262,0.000000,1.000000,0.000000
-0.276812,2.442099,0.317653,0.118876,1.065151,-0.490395,-0.280620,0.900911,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.474413,0.629567,0.216259,0.654866,0.790316,-0.058387,0.000000,1.000000,0.000000
0.257403,0.106190,0.631173,1.724608,1.065151,-0.490395,1.325784,1.620384,0.000000,1.000000,0.000000
-0.412985,-0.537822,0.474413,-0.077544,-0.632632,-0.490395,0.611827,-1.497333,0.000000,1.000000,0.000000
-0.193014,-0.352259,0.317653,1.871923,1.065151,-0.490395,1.504273,1.620384,0.000000,1.000000,0.000000
-1.062422,-1.771268,0.631173,-1.698007,0.216259,0.654866,-1.351555,-1.497333,0.000000,0.000000,2.000000
0.163129,0.062529,0.631173,1.523278,-1.481523,-0.490395,0.968805,1.860208,0.000000,1.000000,0.000000
-0.612006,-0.657892,0.474413,0.320206,0.216259,-0.490395,0.076359,0.661086,0.000000,0.000000,0.000000
-1.910881,-0.002964,-0.152627,-1.899338,0.216259,1.800128,-1.708534,-1.257508,1.000000,0.000000,1.000000
0.927790,0.772033,0.160893,-2.955094,-2.330415,1.800128,-2.422491,-2.456630,0.000000,1.000000,1.000000
-1.271918,-1.935000,-1.093187,0.762151,0.216259,0.654866,0.611827,0.661086,0.000000,0.000000,0.000000
2.540909,2.998787,-0.152627,-0.814118,-1.481523,0.654866,-0.280620,-1.497333,0.000000,0.000000,0.000000
0.959214,1.088582,0.317653,0.600104,-0.632632,-1.635656,0.076359,1.380559,0.000000,1.000000,0.000000
-0.119690,-1.421974,-0.152627,-3.436323,-2.330415,-0.490395,-2.779469,-2.936279,0.000000,0.000000,2.000000
-1.879457,-1.935000,0.787933,-1.310078,-0.632632,-0.490395,-0.994577,-1.257508,0.000000,0.000000,2.000000
1.524853,1.743509,0.004133,-0.116828,-0.632632,-0.490395,0.790316,-1.976982,0.000000,0.000000,0.000000
-0.339661,-0.068457,0.631173,0.305475,1.065151,0.654866,-0.280620,1.380559,0.000000,1.000000,0.000000
0.278352,0.128021,0.631173,1.297395,1.065151,1.800128,1.147295,0.900911,0.000000,1.000000,0.000000
2.216190,1.994565,0.317653,1.847370,1.914042,0.654866,2.039741,0.421262,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.474413,-1.860054,0.216259,0.654866,-1.887023,-0.777860,0.000000,1.000000,1.000000
0.068856,-0.657892,-1.249947,-2.915810,-2.330415,0.654866,-2.600980,-1.976982,0.000000,0.000000,2.000000
-0.119690,-0.254020,0.631173,-0.146291,-0.632632,-0.490395,0.076359,-0.538035,0.000000,1.000000,0.000000
0.477373,0.782949,0.160893,0.614836,0.216259,-0.490395,0.433337,0.661086,0.000000,1.000000,0.000000
1.367731,1.274145,0.631173,0.948750,0.216259,-0.490395,0.611827,1.140735,0.000000,0.000000,0.000000
-0.601531,-0.712469,0.004133,0.413506,1.914042,-0.490395,0.076359,0.900911,0.000000,0.000000,0.000000
1.629601,1.088582,0.474413,-0.195396,-0.632632,0.654866,-0.548354,0.661086,0.000000,0.000000,0.000000
-1.125271,-1.640283,0.474413,-0.480204,-0.632632,-0.490395,-0.102130,-1.017684,0.000000,1.000000,0.000000
1.441055,1.950903,0.631173,-0.789566,-0.632632,0.654866,-0.816087,-0.298211,0.000000,0.000000,0.000000
-0.088266,1.132244,-0.466147,-0.696266,-0.632632,-0.490395,-0.816087,-0.058387,0.000000,1.000000,0.000000
-1.848032,-0.679723,0.160893,-0.789566,1.065151,-2.780917,-0.816087,-0.298211,0.000000,1.000000,2.000000
-0.591056,-1.465636,0.474413,0.079592,0.216259,0.654866,-0.102130,0.421262,0.000000,1.000000,0.000000
0.739243,0.608302,-0.466147,0.894734,0.216259,0.654866,0.433337,1.380559,0.000000,0.000000,0.000000
-0.297762,-0.068457,0.631173,1.258111,1.914042,0.654866,1.325784,0.421262,0.000000,1.000000,0.000000
-2.445096,-1.662114,0.631173,-1.909159,-0.632632,-0.490395,-2.511736,0.421262,0.000000,0.000000,2.000000
0.843991,0.903019,0.004133,0.413506,-0.632632,-1.635656,0.076359,0.900911,0.000000,0.000000,0.000000
1.095387,0.237176,0.787933,1.150080,1.065151,-0.490395,0.968805,0.900911,0.000000,0.000000,0.000000
-1.502364,-0.002964,-3.444588,-0.627519,-1.481523,-0.490395,-0.280620,-1.017684,1.000000,1.000000,0.000000
1.472479,1.787171,0.004133,-0.548951,-1.481523,0.654866,-0.637598,-0.058387,1.000000,1.000000,0.000000
-1.533788,-1.083595,0.474413,-0.082454,0.216259,-1.635656,-0.637598,1.140735,0.000000,0.000000,0.000000
-0.454884,-1.018102,-0.779667,-0.612788,1.065151,-0.490395,0.076359,-1.737157,0.000000,0.000000,1.000000
1.399156,0.510062,0.160893,-1.089106,0.216259,0.654866,-0.726843,-1.257508,0.000000,1.000000,0.000000
-0.737704,-0.712469,0.474413,-1.472124,1.065151,-0.490395,-1.530045,-0.538035,0.000000,0.000000,2.000000
1.074437,1.514285,-0.466147,0.762151,0.216259,-0.490395,0.611827,0.661086,0.000000,0.000000,0.000000
2.792304,2.693154,0.631173,1.096064,0.216259,0.654866,0.790316,1.140735,0.000000,0.000000,0.000000
-1.544263,-0.002964,-0.309387,-3.573816,-0.632632,-2.780917,-3.850405,-1.017684,1.000000,0.000000,1.000000
-0.800552,-0.734300,-3.601348,-0.553862,-0.632632,-0.490395,-0.191375,-1.017684,0.000000,0.000000,0.000000
1.661026,1.601608,0.631173,1.513457,0.216259,1.800128,1.861252,-0.058387,0.000000,1.000000,0.000000
-0.004468,-0.701553,0.787933,0.575552,-0.632632,0.654866,0.611827,0.181438,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.631173,-1.953353,-0.632632,-0.490395,-1.887023,-1.017684,0.000000,0.000000,2.000000
-0.161590,-0.133950,0.631173,0.614836,-0.632632,0.654866,0.433337,0.661086,0.000000,0.000000,0.000000
-0.968149,-0.319512,-2.660788,-1.094016,-0.632632,-0.490395,-0.280620,-2.216806,0.000000,1.000000,0.000000
0.749718,0.662879,0.474413,1.056780,1.065151,0.654866,0.968805,0.661086,0.000000,1.000000,0.000000
1.325832,1.579777,0.317653,1.646040,1.914042,1.800128,1.682762,0.661086,0.000000,1.000000,0.000000
-0.004468,-1.192749,0.631173,-0.494936,-0.632632,-0.490395,-0.459109,-0.298211,0.000000,1.000000,0.000000
1.147761,1.088582,-0.309387,0.212175,-2.330415,-0.490395,-0.280620,1.140735,0.000000,1.000000,0.000000
-2.225125,-1.814930,-0.622907,-2.076115,-0.632632,-2.780917,-2.600980,0.181438,1.000000,1.000000,2.000000
1.346782,-0.406836,0.317653,-1.182405,1.065151,-0.490395,-0.726843,-1.497333,0.000000,0.000000,0.000000
0.372625,0.499147,-2.660788,-0.386905,-0.632632,-0.490395,-0.102130,-0.777860,1.000000,0.000000,0.000000
-2.340348,-2.055070,0.160893,-0.853402,-0.632632,-2.780917,-1.797778,1.620384,0.000000,1.000000,0.000000
-1.366192,-1.301904,-2.033748,0.025577,1.065151,0.654866,-0.280620,0.661086,0.000000,1.000000,0.000000
-0.109216,0.226261,-0.936427,-2.105578,-1.481523,0.654866,-1.619289,-1.976982,0.000000,1.000000,0.000000
0.624021,0.673794,-0.309387,-0.347621,-0.632632,-0.490395,-0.280620,-0.298211,0.000000,0.000000,0.000000
2.080018,1.972734,0.004133,0.546089,-0.632632,0.654866,-0.102130,1.620384,0.000000,0.000000,0.000000
0.812567,1.241398,0.474413,0.413506,1.065151,0.654866,0.076359,0.900911,0.000000,0.000000,0.000000
0.948739,1.306891,0.474413,-0.362353,-1.481523,0.654866,-0.637598,0.421262,0.000000,0.000000,0.000000
0.079331,0.411823,0.631173,2.313867,1.914042,0.654866,2.039741,1.620384,0.000000,1.000000,0.000000
-0.433934,-0.352259,0.631173,0.521537,1.065151,-0.490395,0.433337,0.421262,0.000000,0.000000,0.000000
-0.004468,-0.002964,-0.622907,0.614836,-0.632632,-0.490395,0.433337,0.661086,0.000000,0.000000,0.000000
0.875416,0.913934,0.631173,-0.200306,-0.632632,0.654866,-0.102130,-0.298211,0.000000,0.000000,0.000000
-0.496783,-0.002964,0.474413,0.320206,-0.632632,-0.490395,0.076359,0.661086,0.000000,1.000000,0.000000
0.246928,1.132244,0.474413,0.305475,-0.632632,-0.490395,-0.280620,1.380559,0.000000,0.000000,0.000000
0.938265,1.143159,0.317653,0.025577,0.216259,0.654866,-0.280620,0.661086,0.000000,0.000000,0.000000
-0.622481,-1.192749,0.317653,0.187623,-0.632632,0.654866,0.254848,-0.058387,0.000000,0.000000,0.000000
2.153341,1.929072,-0.309387,0.055039,-0.632632,-0.490395,0.433337,-0.777860,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.474413,-0.200306,-0.632632,-0.490395,-0.102130,-0.298211,1.000000,1.000000,0.000000
0.362151,0.389992,-2.033748,-0.494936,0.216259,-1.635656,-0.459109,-0.298211,1.000000,0.000000,0.000000
-1.062422,-1.432889,0.631173,0.560820,-0.632632,-0.490395,0.254848,0.900911,0.000000,0.000000,1.000000
1.043013,0.259007,0.474413,0.521537,0.216259,0.654866,0.433337,0.421262,0.000000,1.000000,0.000000
-2.256550,-0.002964,0.631173,-1.069464,1.065151,-0.490395,-0.816087,-1.017684,0.000000,1.000000,2.000000
-0.224438,-0.963524,0.160893,0.015756,0.216259,0.654866,0.611827,-1.257508,0.000000,1.000000,1.000000
-0.957674,-1.771268,0.160893,-1.624350,-0.632632,0.654866,-1.262311,-1.497333,0.000000,0.000000,0.000000
-0.769128,-0.646976,0.787933,2.313867,1.065151,0.654866,2.039741,1.620384,0.000000,1.000000,0.000000
0.665920,1.350553,0.317653,-0.627519,-0.632632,0.654866,-0.280620,-1.017684,1.000000,1.000000,0.000000
0.760193,0.673794,0.160893,0.109055,-0.632632,0.654866,0.611827,-1.017684,1.000000,0.000000,0.000000
-0.653905,0.051613,-1.093187,-0.981075,-0.632632,-0.490395,-0.369864,-1.737157,1.000000,0.000000,1.000000
1.179185,1.023089,0.317653,1.263021,1.065151,0.654866,0.879561,1.380559,0.000000,1.000000,0.000000
0.026957,-0.057541,-0.152627,-0.092275,1.914042,0.654866,0.254848,-0.777860,0.000000,0.000000,0.000000
1.221084,1.088582,0.160893,0.388953,-0.632632,0.654866,0.611827,-0.298211,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.631173,1.282663,1.914042,-0.490395,0.790316,1.620384,0.000000,0.000000,1.000000
0.163129,-0.166696,0.474413,-1.526140,0.216259,0.654866,-1.708534,-0.298211,0.000000,0.000000,1.000000
-0.538682,-0.777962,0.160893,-1.344452,-1.481523,-0.490395,-1.262311,-0.777860,0.000000,0.000000,0.000000
-0.957674,-1.269157,0.160893,-0.696266,-0.632632,-0.490395,-0.816087,-0.058387,0.000000,1.000000,1.000000
-0.004468,-0.002964,0.004133,0.948750,1.914042,-0.490395,0.611827,1.140735,0.000000,1.000000,1.000000
-0.831977,-0.952609,0.317653,0.158160,0.216259,-0.490395,-0.459109,1.380559,0.000000,0.000000,0.000000
-1.429040,-1.203665,0.787933,1.538009,1.065151,-0.490395,1.325784,1.140735,0.000000,1.000000,1.000000
-0.507258,-0.854370,0.474413,0.855450,-0.632632,-0.490395,0.611827,0.900911,0.000000,0.000000,0.000000
-1.135746,-0.570568,0.631173,0.040308,-0.632632,-0.490395,0.076359,-0.058387,0.000000,1.000000,0.000000
-1.554738,-1.149087,-0.152627,-1.000717,-1.481523,0.654866,-0.280620,-1.976982,0.000000,1.000000,0.000000
0.068856,0.389992,0.631173,0.722867,1.065151,0.654866,0.790316,0.181438,0.000000,0.000000,0.000000
1.577227,2.311113,0.474413,0.978213,0.216259,0.654866,1.325784,-0.298211,0.000000,0.000000,0.000000
-0.088266,-0.090288,0.160893,0.001024,-0.632632,-1.635656,0.254848,-0.538035,0.000000,1.000000,0.000000
1.147761,1.066751,-0.779667,0.001024,1.065151,0.654866,0.254848,-0.538035,1.000000,0.000000,0.000000
-0.151115,0.269922,-1.249947,-0.681535,-0.632632,-0.490395,-0.459109,-0.777860,1.000000,0.000000,0.000000
0.477373,0.117106,0.631173,0.840719,0.216259,0.654866,0.254848,1.620384,0.000000,0.000000,0.000000
1.786723,2.409352,0.631173,1.228648,0.216259,0.654866,0.611827,1.860208,0.000000,0.000000,0.000000
0.980164,0.673794,0.631173,1.150080,-1.481523,-0.490395,0.968805,0.900911,0.000000,1.000000,0.000000
-0.077791,-0.319512,0.474413,-0.067723,1.065151,0.654866,-0.280620,0.421262,0.000000,0.000000,1.000000
-0.077791,-0.679723,-0.936427,-1.364094,1.065151,0.654866,-1.173066,-1.017684,0.000000,0.000000,2.000000
-0.004468,0.837526,0.474413,1.538009,1.065151,0.654866,1.325784,1.140735,0.000000,0.000000,0.000000
-1.261444,-1.640283,0.631173,-0.578414,-0.632632,-0.490395,-1.351555,1.380559,0.000000,0.000000,1.000000
-0.936725,-1.443805,0.317653,2.220568,1.914042,1.800128,2.039741,1.380559,0.000000,1.000000,0.000000
-2.476520,-2.720913,0.631173,-1.241331,0.216259,-0.490395,-0.459109,-2.216806,0.000000,0.000000,2.000000
-0.109216,0.291753,0.474413,0.339848,1.065151,1.800128,-0.012886,0.900911,0.000000,1.000000,0.000000
0.927790,-0.155781,0.004133,-2.139952,-2.330415,0.654866,-1.887023,-1.497333,0.000000,0.000000,1.000000
1.336307,2.169212,-0.152627,-1.108748,0.216259,-0.490395,-0.637598,-1.497333,0.000000,1.000000,0.000000
-1.481414,-0.919863,-0.936427,0.025577,0.216259,0.654866,-0.280620,0.661086,0.000000,0.000000,0.000000
0.697344,0.400908,-0.309387,-0.219948,-0.632632,1.800128,-0.012886,-0.538035,0.000000,0.000000,0.000000
0.550697,2.322029,-0.152627,-0.416368,-1.481523,0.654866,-0.816087,0.661086,0.000000,0.000000,0.000000
0.665920,0.291753,0.160893,-0.450741,-0.632632,-0.490395,-1.083821,1.140735,0.000000,0.000000,0.000000
0.435474,1.012174,0.160893,1.366142,0.216259,0.654866,1.682762,-0.058387,0.000000,1.000000,1.000000
-0.004468,-0.002964,0.631173,0.359490,0.216259,-0.490395,-0.102130,1.140735,0.000000,0.000000,0.000000
0.456424,0.913934,0.474413,0.708135,0.216259,-0.490395,0.433337,0.900911,0.000000,1.000000,0.000000
-1.146221,-1.662114,-0.309387,-1.030180,0.216259,-1.635656,-0.994577,-0.538035,0.000000,0.000000,1.000000
1.954320,1.765340,-0.152627,1.405426,0.216259,0.654866,1.504273,0.421262,0.000000,0.000000,0.000000
0.456424,0.499147,0.631173,-0.828850,-2.330415,-0.490395,-0.637598,-0.777860,0.000000,0.000000,2.000000
-0.004468,-0.002964,0.317653,-0.013707,-0.632632,-1.635656,-0.102130,0.181438,0.000000,1.000000,0.000000
0.781143,1.492454,0.474413,1.312126,-0.632632,1.800128,1.504273,0.181438,0.000000,1.000000,0.000000
1.210609,1.743509,-2.974308,-1.658723,-1.481523,0.654866,-1.530045,-1.017684,0.000000,1.000000,1.000000
-0.088266,0.226261,0.631173,0.870182,1.914042,0.654866,0.968805,0.181438,0.000000,1.000000,1.000000
-1.041473,-1.476551,-0.622907,-0.765013,-0.632632,-0.490395,-1.351555,0.900911,0.000000,1.000000,0.000000
-0.957674,-1.105425,0.631173,0.172891,1.065151,-0.490395,-0.102130,0.661086,0.000000,0.000000,2.000000
-1.104322,-1.793099,-2.033748,-1.152942,-0.632632,-0.490395,-1.708534,0.661086,0.000000,0.000000,0.000000
-2.246075,-0.002964,-0.936427,-2.061384,-0.632632,1.800128,-2.244002,-0.538035,0.000000,0.000000,2.000000
-0.863401,-0.002964,-0.779667,-1.094016,-0.632632,-0.490395,-0.280620,-2.216806,1.000000,1.000000,0.000000
0.163129,0.848442,-0.309387,0.708135,0.216259,-0.490395,0.433337,0.900911,1.000000,0.000000,0.000000
-1.910881,-0.002964,0.631173,-2.449313,-0.632632,0.654866,-2.600980,-0.777860,0.000000,0.000000,2.000000
-0.098741,-0.264935,0.474413,-1.634171,1.065151,-1.635656,-2.065512,0.181438,0.000000,0.000000,2.000000
-0.612006,-0.657892,0.160893,0.708135,0.216259,-0.490395,0.433337,0.900911,0.000000,1.000000,0.000000
-0.088266,-0.275851,0.474413,-0.519488,-0.632632,0.654866,0.076359,-1.497333,0.000000,1.000000,0.000000
-0.465359,-0.002964,0.317653,-0.720819,-0.632632,-0.490395,-1.298008,0.900911,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.631173,-0.116828,0.216259,0.654866,-0.905332,1.620384,0.000000,1.000000,0.000000
0.320251,-0.002964,-0.152627,0.654120,1.914042,0.654866,0.254848,1.140735,0.000000,1.000000,0.000000
-0.454884,-0.319512,-2.033748,0.948750,1.065151,-0.490395,0.611827,1.140735,0.000000,0.000000,0.000000
-1.219544,-1.738522,0.317653,-0.602967,-0.632632,-1.635656,-0.816087,0.181438,0.000000,1.000000,0.000000
-0.339661,-0.123034,-0.152627,0.226907,-0.632632,0.654866,0.076359,0.421262,0.000000,0.000000,0.000000
